template page,Line Code,Category,Internal Description,Include,Unit Cost,Unit,Total Cost,Summed_Totals,Dimension,description (title),Calculations,Description (notes),Description (additional guidance),Description5
,oe16b,Optional Extras ,"Conceal/raise flank, rear wall & chimney steels (guidance)",Y,,,,,,,,,"*PLEASE NOTE – 
▪ 1ST FLOOR DISTURBANCE – THIS IS LIKELY TO CAUSE SOME LOW-LEVEL DAMAGE TO THE 1ST FLOOR BEDROOM & BATHROOM ABOVE. THE COST TO REPAIR AND MAKE GOOD IS TO BE ASSESSED/ PRICED ON SITE BY OUR FINISHINGS TEAM.
▪ REDUCTION TO EXISTING CEILING – IN ORDER TO ACHIEVE A COMPLETELY FLUSH FINISH IT MAY ALSO BE NECESSARY TO SLIGHTLY REDUCE THE EXISTING CEILING HEIGHT AND CREATE A NEW SUSPENDED CEILING. THE ADDITIONAL COST SHOULD THIS BE REQUIRED IS P/C £700*
▪  EXISTING PIPEWORK – THERE WILL BE AN ADDITIONAL COST FOR CUTTING HOLES THROUGH ANY STEEL BEAMS IN ORDER TO ACCOMMODATE ANY EXISTING PIPEWORK. p/c £100 per hole. ",
,oe16c,Optional Extras ,"Conceal/raise flank, rear wall & chimney steels (total price)",Y,,,,,,"TOTAL P/C £ 4,655.00",,,,
,img42,images,Beams (image 1),Y,,,,,,https://drive.google.com/uc?export=view&id=1RT8JW_7X4JuWFSL9FVArr9oy2xksinTe,,,,
,img43,images,Beams (image 2),Y,,,,,,https://drive.google.com/uc?export=view&id=1LTze3HPUNMNoSbYlOEGKXaXarEbbZv43,,,,
,oe17@,Optional Extras ,Alternative door options - standard,N,,,,0,,,,Alternative door options - standard,,
,oe17a,Optional Extras ,Alternative door options - standard (notes),N,,,,0,,,,The additional cost to supply and fit different style of doors as an alternative to the folding doors included in the main quotation ,,
,oe17b,Optional Extras ,Alternative door options - standard (table label one),N,,,,0,,PRODUCT ,,,,
,oe17c,Optional Extras ,Alternative door options - standard (table label two),N,,,,0,,HARDWARE ,,,,
,oe17d,Optional Extras ,Alternative door options - standard (table label three),N,,,,0,,GLAZING SPEC,,,,
,oe17e,Optional Extras ,Alternative door options - standard (table notes one),N,,,,0,,,,"Aluminium, powder coated finish with inter-locking system.",,
,oe17f,Optional Extras ,Alternative door options - standard (table notes one),N,,,,0,,,,All hardware colour coded to match frames & multi point locking.,,
,oe17g,Optional Extras ,Alternative door options - standard (table notes one),N,,,,0,,,,"Toughened, double glazed, silicone sealed units, soft coated glass, argon gas filled, with warm edge spacer bar.",,
,oe17h,Optional Extras ,Alternative door options - standard (sub title) ,N,,,,0,,STANDARD PROFILE SLIDING DOORS ,,,,
,oe17i,Optional Extras ,Alternative doors options - standard (price breakdown) ,N,,,,0,,,,"●        £9,120.00 - 4m x 2.1m – 83mm Standard Profile sliding Doors ",,
,oe17j,Optional Extras ,Alternative doors options - standard (total price) ,N,,,,0,,"Total additional cost P/C + £1,640.00",,,,
,oe18@,Optional Extras ,Alternative door options - ultra slim,Y,,,,0,,,,Alternative door options - ultra slim,,
,oe18a,Optional Extras ,Alternative door options - standard (notes),Y,,,,0,,,,The additional cost to supply and fit different style of doors as an alternative to the folding doors included in the main quotation ,,
,oe18b,Optional Extras ,Alternative door options - standard (table label one),Y,,,,0,,PRODUCT ,,,,
,oe18c,Optional Extras ,Alternative door options - standard (table label two),Y,,,,0,,HARDWARE ,,,,
,oe18d,Optional Extras ,Alternative door options - standard (table label three),Y,,,,0,,GLAZING SPEC,,"Aluminium, powder coated finish with inter-locking system.",,
,oe18e,Optional Extras ,Alternative door options - standard (table notes one),Y,,,,0,,,,All hardware colour coded to match frames & multi point locking.,,
,oe18f,Optional Extras ,Alternative door options - standard (table notes one),Y,,,,0,,,,"Toughened, double glazed, silicone sealed units, soft coated glass, argon gas filled, with warm edge spacer bar.",,
,oe18g,Optional Extras ,Alternative door options - standard (table notes one),Y,,,,0,,,,,,
,oe18h,Optional Extras ,Alternative door options - standard (sub title) ,Y,,,,0,,ULTRA SLIM PROFILE SLIDING DOORS ,,,,
,oe18i,Optional Extras ,Alternative doors options - standard (price breakdown) ,Y,,,,0,,,,"●	£11,278.00 - 4m x 2.1m – 20mm Standard Profile sliding Doors ",,
,oe18j,Optional Extras ,Alternative doors options - standard (total price) ,Y,,,,0,,"Total additional cost P/C + £3,798.00",,,,
,oe19@,Optional Extras ,Alternative door options - slim,N,,,,0,,,,Alternative door options - slim,,
,oe19a,Optional Extras ,Alternative door options - standard (notes),N,,,,0,,,,The additional cost to supply and fit different style of doors as an alternative to the folding doors included in the main quotation ,,
,oe19b,Optional Extras ,Alternative door options - standard (table label one),N,,,,0,,PRODUCT ,,,,
,oe19c,Optional Extras ,Alternative door options - standard (table label two),N,,,,0,,HARDWARE ,,,,
,oe19d,Optional Extras ,Alternative door options - standard (table label three),N,,,,0,,GLAZING SPEC,,"Aluminium, powder coated finish with inter-locking system.",,
,oe19e,Optional Extras ,Alternative door options - standard (table notes one),N,,,,0,,,,All hardware colour coded to match frames & multi point locking.,,
,oe19f,Optional Extras ,Alternative door options - standard (table notes one),N,,,,0,,,,"Toughened, double glazed, silicone sealed units, soft coated glass, argon gas filled, with warm edge spacer bar.",,
,oe19g,Optional Extras ,Alternative door options - standard (table notes one),N,,,,0,,,,,,
,oe19h,Optional Extras ,Alternative door options - standard (sub title) ,N,,,,0,,SLIM PROFILE SLIDING DOORS ,,,,
,oe19i,Optional Extras ,Alternative doors options - standard (price breakdown) ,N,,,,0,,,,"●        £9,656.00 - 4m x 2.1m – 47mm Slim Profile sliding Doors ",,
,oe19j,Optional Extras ,Alternative doors options - standard (total price) ,N,,,,0,,"Total additional cost P/C + £1,640.00",,,,
,img44,image ,Alternative door options - standard,Y,,,,,,https://drive.google.com/uc?export=view&id=1NjtO-BElkuqlc0JNXY8Ts5JkdLs_0W8-,,,,
,img45,image ,Alternative door options - slim,N,,,,,,https://drive.google.com/uc?export=view&id=1D6ZPOUasEhxNE3uIXeZgXLE1cnpvRa57/,,,,
,img46,image ,Alternative door options - ultra slim,N,,,,,,https://drive.google.com/uc?export=view&id=1kJDmZpSkhtARo-SN029EhdF8Uqnh2_nG,,,,
,fw1@,Finishing Works ,Ground Floor Kitchen,Y,,,,0,,,,Ground Floor Kitchen,,
,fw12,Finishing Works ,"Ground Floor Kitchen -  Price Listing - £7,200 (25sqm)",N,"£7,200.00",1.00,"7,200.00",0,,,,,"£7,200.00",
,fw13,Finishing Works ,"Ground Floor Kitchen -  Price Listing - £8,525 (30sqm) ",N,"£8,525.00",1.00,"8,525.00",0,,,,,"£8,525.00",
,fw14,Finishing Works ,"Ground Floor Kitchen -  Price Listing - £9,790 (35sqm) ",Y,"£9,790.00",1.00,"9,790.00",0,,,,,"£9,790.00",
,fw15,Finishing Works ,"Ground Floor Kitchen -  Price Listing - £11,110 (40sqm)",N,"£11,110.00",1.00,"11,110.00",0,,,,,"£11,110.00",
,fw16,Finishing Works ,"Ground Floor Kitchen -  Price Listing - £12,375 (45sqm) ",N,"£12,375.00",1.00,"12,375.00",0,,,,,"£12,375.00",
,fw17,Finishing Works ,"Ground Floor Kitchen -  Price Listing - £13,640 (50sqm)",N,"£13,640.00",1.00,"13,640.00",0,,,,,"£13,640.00",
,fw1a,Finishing Works ,Ground Floor - Kitchen (notes) ,Y,,,,,,,,"●        To fill, sand and prepare the walls and ceiling ready for painting.
●        Install anti-fracture membrane to the floors.
●        Lay new tiled flooring, tiles measuring 600mm X 600mm.
●        Fit 1no. door, door stops and necessary architrave to the kitchen.
●        Install new MDF skirting.
●        Prepare and paint woodwork.
●        Apply mist coat and two coats of Dulux, Leyland or Johnstone white paint.",,
,fw2@,Finishing Works ,Ground Floor - WC ,Y,,,,0,,,,Ground Floor - WC ,,
,fw21,Finishing Works ,"Ground Floor - WC  Price Listing - £2,145",Y,"£2,145.00",1.00,"2,145.00",0,,,,,"£2,145.00",
,fw2a,Finishing Works ,Ground Floor - WC (notes),Y,,,,,,,,"●	To fill, sand and prepare the walls and ceiling ready for painting.
●	Fit 1no. door, door stops and necessary architrave to the WC.
●	Install anti-fracture membrane to the floors.
●	Lay new tiled flooring, tiles measuring 600mm X 600mm.
●	Install new MDF skirting.
●	Prepare and paint woodwork.
●	Apply mist coat and two coats of Dulux, Leyland or Johnstone white paint.
●	Install small, tiled splashback above basin.",,
,fw3@,Finishing Works ,Ground Floor - Utility,Y,,,,0,,,,Ground Floor - Utility,,
,fw31,Finishing Works ,"Ground Floor - Utility - Price Listing - £2,300 (4sqm)",N,"£2,300.00",1.00,"2,300.00",0,,,,,"£2,300.00",
,fw32,Finishing Works ,"Ground Floor - Utility- Price Listing - £3,300 (10sqm) ",Y,"£3,300.00",1.00,"3,300.00",0,,,,,"£3,300.00",
,fw33,Finishing Works ,"Ground Floor - Utility - Price Listing - £4,730 (16sqm)",N,"£4,730.00",1.00,"4,730.00",0,,,,,"£4,730.00",
,fw3a,Finishing Works ,Ground Floor - Utility (notes),Y,,,,,,,,"●	Fill, sand and prepare the walls and ceiling ready for painting.
●	Install anti-fracture membrane to the floors.
●	Lay new tiled flooring, tiles measuring 600mm X 600mm.
●	Fit 1no. door, door stops and necessary architrave to the utility.
●	Install new MDF skirting.
●	Prepare and paint woodwork.
●	Apply mist coat and two coats of Dulux, Leyland or Johnstone white paint.",,
,fw4@,Finishing Works ,Ground Floor – Bathroom,N,,,,0,,,,Ground Floor – Bathroom,,
,fw41,Finishing Works ,"Ground Floor – Bathroom (Price LIsting) - £3,355 (5sqm)",N,"£3,355.00",1.00,"3,355.00",0,,,,,"£3,355.00",
,fw42,Finishing Works ,"Ground Floor – Bathroom (Price LIsting) - £3,960 (8sqm)",N,"£3,960.00",1.00,"3,960.00",0,,,,,"£3,960.00",
,fw43,Finishing Works ,"Ground Floor – Bathroom(Price LIsting) £5,445 (12sqm)",N,"£5,445.00",1.00,"5,445.00",0,,,,,"£5,445.00",
,fw4a,Finishing Works ,Ground Floor – Bathroom (notes),N,,,,,,,,"●	To fill, sand and prepare the walls and ceiling ready for painting.
●	Install anti-fracture membrane to the floors.
●	Lay new tiled flooring, tiles measuring 600mm X 600mm.
●	Apply walls tiles in the shower area only, tiles measuring 300mm x 300/600mm.
●	Fit 1no. door, door stops and necessary architrave to the bathroom.
●	Install new MDF skirting.
●	Prepare and paint woodwork.
●	Apply mist coat and two coats of Dulux, Leyland or Johnstone white paint.
●	Install small, tiled splashback above basin.",,
,fw5@,Finishing Works ,Ground Floor – Rear Reception (Half),N,,,,0,,,,Ground Floor – Rear Reception (Half),,
,fw51,Finishing Works ,"Ground Floor – Rear Reception (Half)- Price Listing - £1,485 (6sqm) ",N,"£1,485.00",1.00,"1,485.00",0,,,,,"£1,485.00",
,fw52,Finishing Works ,"Ground Floor – Rear Reception (Half)- Price Listing - £1,815 (10sqm)",N,"£1,815.00",1.00,"1,815.00",0,,,,,"£1,815.00",
,fw53,Finishing Works ,"Ground Floor – Rear Reception (Half) - Price Listing - £2,310 (15sqm)",N,"£2,310.00",1.00,"2,310.00",0,,,,,"£2,310.00",
,fw5a,Finishing Works ,Ground Floor – Rear Reception (Half)(notes),N,,,,,,,,"●	To fill, sand and prepare the walls and ceiling ready for painting.
●	Install new MDF skirting.
●	Prepare and paint woodwork.
●	Apply mist coat and two coats of Dulux, Leyland or Johnstone white paint.",,
,fw6@,Finishing Works ,Ground Floor – Rear Reception (Full),N,,,,0,,,,Ground Floor – Rear Reception (Full),,
,fw61,Finishing Works ,"Ground Floor – Rear Reception (Full) - Price Listing £1,980 (12sqm) ",N,"£1,980.00",1.00,"1,980.00",0,,,,,"£1,980.00",
,fw62,Finishing Works ,"Ground Floor – Rear Reception (Full) - Price Listing  £2,970 (20sqm)",N,"£2,970.00",1.00,"2,970.00",0,,,,,"£2,970.00",
,fw63,Finishing Works ,"Ground Floor – Rear Reception (Full) -  £4,290 (30sqm)",N,"£4,290.00",1.00,"4,290.00",0,,,,,"£4,290.00",
price breakdowns,fw6a,Finishing Works ,Ground Floor – Rear Reception (Full) (notes),N,,,,,,,,"●	To fill, sand and prepare the walls and ceiling ready for painting.
●	Install new MDF skirting.
●	Prepare and paint woodwork.
●	Apply mist coat and two coats of Dulux, Leyland or Johnstone white paint",,
,fwpm,Finishing Works ,Finishing Works (price marker) ,Y,,,,,,TOTAL P/C,,,,
,pb11a*,price breakdowns,Finishing Works (Notes),Y,,,,,,,,*PAYABLE DIRECT TO THE COMPANY & CONTRACTOR*,,
,foebr@,Finishing Works Optional Extras,1st Floor Bathroom Refurbishment,N,,,,0,,,,1st Floor Bathroom Refurbishment,,
,foebr1,Finishing Works Optional Extras,"1st Floor Bathroom Refurbishment: Building Works - Price Listing - £3,000 (5sqm)",N,"£3,000.00",1.00,"3,000.00",0,,,,,"£3,000.00",
,foebr2,Finishing Works Optional Extras,"1st Floor Bathroom Refurbishment: Building Works - Price Listing - £3,500 (8sqm)",N,"£3,500.00",1.00,"3,500.00",0,,,,,"£3,500.00",
,foebr3,Finishing Works Optional Extras,"1st Floor Bathroom Refurbishment: Building Works - Price Listing - £4,000 (12sqm)",N,"£4,000.00",1.00,"4,000.00",0,,,,,"£4,000.00",
,foebra,Finishing Works Optional Extras,1st Floor Bathroom Refurbishment: Building Works (notes),N,,,,,,,,"●	Remove all existing sanitary items and tiling and dispose of waste
●	Plasterboard and skim all walls and ceilings 
●	Install new moisture resistant ply board to floor ",,
,foebr4,Finishing Works Optional Extras,"1st Floor Bathroom Refurbishment: Finishing Works - Price Listing -  £2,750 (5sqm) ",N,"£2,750.00",1.00,"2,750.00",0,,,,,"£2,750.00",
,foebr5,Finishing Works Optional Extras,"1st Floor Bathroom Refurbishment: Finishing Works - Price Listing - £3,300 (8sqm)",N,"£3,300.00",1.00,"3,300.00",0,,,,,"£3,300.00",
,foebr6,Finishing Works Optional Extras,"1st Floor Bathroom Refurbishment: Finishing Works - Price Listing - £4,700 (12sqm)",N,"£4,700.00",1.00,"4,700.00",0,,,,,"£4,700.00",
,foebrb,Finishing Works Optional Extras,1st Floor Bathroom Refurbishment: Finishing Works (notes),N,,,,,,,,"●        To fill, sand and prepare the walls and ceiling ready for painting.
●        Install anti-fracture membrane to the floors.
●        Lay new tiled flooring, tiles measuring 600mm X 600mm.
●        Apply walls tiles in the shower area only, tiles measuring 300mm x 300/600mm.
●        Fit 1no. door, door stops and necessary architrave to the kitchen.
●        Install new MDF skirting.
●        Prepare and paint woodwork.
●        Apply mist coat and two coats of Dulux, Leyland or Johnstone white paint.
●        Install small, tiled splashback above basin.",,
,foebrc,Finishing Works Optional Extras,1st Floor Bathroom Refurbishment: Finishing Works (guidance),N,,,,,,,,,*PLEASE NOTE – THE CLIENT TO SUPPLY THE TILES.,
,foebr7,Finishing Works Optional Extras,"1st Floor Bathroom Refurbishment: Plumbing - Price Listing - £4,700 (12sqm)",N,"£1,800.00",1.00,"1,800.00",0,,,,,"£4,700.00",
,foebrd,Finishing Works Optional Extras,1st Floor Bathroom Refurbishment: Plumbing (notes),N,,,,,,,,"●	WC 
●	Basin 
●	Shower 
●	Towel rail ",,
,foebre,Finishing Works Optional Extras,1st Floor Bathroom Refurbishment: Plumbing (guidance),N,,,,,,,,,*PLEASE NOTE – THE CLIENT TO SUPPLY SANITARY ITEMS. ,
,foebr8,Finishing Works Optional Extras,"1st Floor Bathroom Refurbishment: Electrics - Price Listing - £4,700 (12sqm)",N,£950.00,1.00,950.00,0,,,,,"£4,700.00",
,foebrf,Finishing Works Optional Extras,1st Floor Bathroom Refurbishment Electrics (notes),N,,,,,,,,● 10 points and 5 downlights,,
,foebrt,Finishing Works Optional Extras,1st Floor Bathroom Refurbishment (total) ,N,,,,,,Total P/C: ,,,,
,foebrp@,Finishing Works Optional Extras,1st Floor Bathroom Refurbishment (price marker),N,,,,,,£000.00,0,,,
 ,img47,image ,Finishing Works Bathroom,N,,,,,,https://drive.google.com/uc?export=view&id=1XjYSDG9VTMrAtDng-agKPKDZWftOjZ_n,,,,
,foebw#,Finishing Works Optional Extras,Internal Exposed Brick Wall,Y,,,,0,,,,INTERNAL EXPOSED BRICK WALL ,,
,foebw1#,Finishing Works Optional Extras,Internal Exposed Brick Wall - Price,Y,£150.00,9,"1,350.00",0,,,,(£150.00/m2),,
,foebw1a,Finishing Works Optional Extras,Internal Exposed Brick Wall (notes),Y,,,,,,,,The additional cost to install brick slips to one of the internal walls (9 m2),,
,dm9,dimensions,Internal Exposed Brick Wall (dimensions),Y,,,,0,9,,,,,
,foebwt,Finishing Works Optional Extras,Internal Exposed Brick Wall (total) ,Y,,,,,,"£1,350.00 (£150/m2)",,,,
,foebwp@,Finishing Works Optional Extras,Internal Exposed Brick Wall (price marker),Y,,,,,,Total P/C: ,,,,
,foefep#,Finishing Works Optional Extras,Flush External Patio,N,,,,0,,,,FLUSH EXTERNAL PATIO,,
,foefep1,Finishing Works Optional Extras,Flush External Patio - Price,N,£400.00,15,"6,000.00",0,,,,£400 m/2 | Quote below based on a coutryard area of 15 m2,,
,foefep2,Finishing Works ,Additional Planning Requriements for Flush External Patio,N,£600.00,1.00,600.00,0,,,,,Additional Planning Requriements for Flush External Patio (£600),
,foefep1a,Finishing Works Optional Extras,Flush External Patio - Notes,N,,,,,,,,"●        The additional cost to dig up and create a flush external concrete patio floor with gentle gradient away from the house.
●        Extend cross ventilation where necessary.
●        Lay new tiles to the patio. 
●        Install a new French drain/ ACO chamber set within the floor along the rear kitchen wall. ",,
,foefep1b,Finishing Works Optional Extras,Flush External Patio - Guidance,N,,,,,,,,,"*PLEASE NOTE – THE CLIENT TO SUPPLY THE TILES.
*PLEASE NOTE – THIS QUOTATION IS BASED ON REMOVING A STANDARD CONCRETE BASE OR PATIO WHICH IS LOWER THAN THE INTERNAL FLOOR LEVEL. 
*PLEASE NOTE – THIS QUOTATION IS BASED ON THE EXPECTATION THAT THE GROUND AREA IS LEVEL AND DOES NOT TAKE INTO ACCOUNT ANY VARYING LEVELS SPECIFIC TO YOUR PROPERTY. THE PRICE DOES NOT ALLOW FOR ANY RETAINING WALLS THAT MAY BE REQUIRED. THIS IS SUBJECT TO AN ON SITE INSPECTION. 
*PLEASE NOTE – IF IN ORDER TO CREATE A FLUSH PATIO, THE EXTERNAL GROUND LEVEL NEEDS TO BE RAISED BY MORE THAN 300mm THEN AN ADDITIONAL PLANNING APPLICATION WOULD BE RQUIRED – ADDITIONAL COST APPROX £600. ",
,foefept,Finishing Works Optional Extras,Flush External Patio (total) ,N,,,,,,"£6,000.00 (400/m2)",,,,
,foefepp@,Finishing Works Optional Extras,Flush External Patio (price marker),N,,,,,,Total P/C: ,,,,
,dm6,dimensions,courtyard dimension (deep),N,,,,0,5,,,5,,
,dm6a,dimensions,courtyard dimension (across),N,,,,0,3,,,3,,
,dm6t,dimensions,courtyard dimension (total),N,,,,,15,,,,,
 ,img48,image ,Finishing Works - Flush External Pation,N,,,,,,https://drive.google.com/uc?export=view&id=14LScMeK6DpryyK72mzYdrhmTFhoHa-u3,,,,
,img23,image ,Site Image 1,Y,,,,0,,https://drive.google.com/uc?export=view&id=1JkY5yC6Zuei-_rk4xHXJhKkSdNOFJD_f,,,,
,img24,image ,Site Image 2,Y,,,,0,,https://drive.google.com/uc?export=view&id=1utgnXZtlxiTlCvlOP2TVwY-cFCmJj2QM,,,,
,img25,image ,Site Image 3,Y,,,,0,,https://drive.google.com/uc?export=view&id=1QdH1CjWmCVpcBq6Fs0dHtP3kiYtnujvM,,,,
,img26,image ,Site Image 4,Y,,,,0,,https://drive.google.com/uc?export=view&id=1yP4DuUw4umxX9ILiM3kmHUvixxkCHAXg,,,,
,img27,image ,Site Image 5,Y,,,,0,,https://drive.google.com/uc?export=view&id=133ef9ISyiYE_P4gLxooiB3spiljhKnck,,,,
,img28,image ,Site Image 6,Y,,,,0,,https://drive.google.com/uc?export=view&id=16OeSBW54GmCZPAWASuvpNNEb6hnVM0QX,,,,
,img29,image ,Site Image 7,N,,,,0,,https://drive.google.com/uc?export=view&id=,,,,
,img30,image ,Site Image 8,N,,,,0,,https://drive.google.com/uc?export=view&id=,,,,
,img31,image ,Site Image 9,N,,,,0,,https://drive.google.com/uc?export=view&id=,,,,
,img32,image ,Site Image 10,N,,,,0,,https://drive.google.com/uc?export=view&id=,,,,
,an1*,Additional Notes ,Cellar,Y,,,,0,,,,None,,
,an2*,Additional Notes ,Neighbours levels ,Y,,,,0,,,,Level,,
,an3*,Additional Notes ,Internal to external levels (steps) ,Y,,,,0,,,,"Main house is level, 3 steps down to outrigger",,
,an4*,Additional Notes ,Internal heights ,Y,,,,0,,,,Above 2.35m,,
,an5*,Additional Notes ,Outrigger Stories ,Y,,,,0,,,,2x,,
,an6*,Additional Notes ,Flush External walls ,Y,,,,0,,,,No - chimney,,
,an7@,Additional Notes ,Further Notes ,Y,,,,0,,,,None,,
